payment_id,loan_id,due_date,payment_date,expected_amount,actual_amount,payment_status
PMT-00007307,LN-0000539,2022-12-08,2022-12-19,448.79,448.79,Late
PMT-00007308,LN-0000799,2025-10-09,2025-10-08,1130.99,1130.99,On Time
PMT-00007309,LN-0000876,2024-05-11,2024-05-08,317.98,317.98,On Time
PMT-00007310,LN-0000036,2023-12-07,2023-12-04,1315.88,1315.88,On Time
PMT-00007311,LN-0002739,2023-01-08,2023-01-07,600.76,600.76,On Time
PMT-00007312,LN-0001197,2022-05-07,,372.92,0.0,Missed
PMT-00007313,LN-0001716,2023-12-22,2023-12-20,185.41,185.41,On Time
PMT-00007314,LN-0001008,2024-11-18,2024-11-17,430.18,430.18,On Time
PMT-00007315,LN-0001704,2025-01-03,2025-01-01,1116.79,1116.79,On Time
PMT-00007316,LN-0001464,2022-11-21,2022-11-28,901.23,901.23,Late
PMT-00007317,LN-0001860,2023-08-13,2023-08-11,153.03,153.03,On Time
PMT-00007318,LN-0000158,2023-01-29,2023-01-29,224.19,224.19,On Time
PMT-00007319,LN-0001119,2024-02-23,2024-02-22,726.8,726.8,On Time
PMT-00007320,LN-0000201,2022-04-13,2022-04-11,181.97,181.97,On Time
PMT-00007321,LN-0001675,2022-10-01,2022-09-30,209.83,209.83,On Time
PMT-00007322,LN-0001667,2022-09-05,2022-10-17,1636.46,1636.46,Late
PMT-00007323,LN-0002298,2025-06-08,,1104.32,0.0,Missed
PMT-00007324,LN-0000315,2025-03-01,,414.19,0.0,Missed
PMT-00007325,LN-0002074,2024-07-09,,427.8,0.0,Missed
PMT-00007326,LN-0002228,2022-11-12,,137.49,0.0,Missed
PMT-00007327,LN-0001316,2024-11-13,2024-11-12,860.4,860.4,On Time
PMT-00007328,LN-0001739,2023-04-13,2023-04-08,477.52,477.52,On Time
PMT-00007329,LN-0000468,2022-06-16,2022-07-12,4989.16,4989.16,Late
PMT-00007330,LN-0001822,2024-06-04,2024-06-02,335.06,335.06,ON TIME
PMT-00007331,LN-0000944,2024-01-07,2024-02-12,295.16,295.16,Late
PMT-00007332,LN-0001880,2022-02-02,2022-03-09,396.17,396.17,Late
PMT-00007333,LN-0001498,2022-01-18,,322.3,0.0,Missed
PMT-00007334,LN-0000022,2023-08-05,2023-08-04,940.28,940.28,On Time
PMT-00007335,LN-0001347,2024-01-23,2024-01-19,429.65,429.65,On Time
PMT-00007336,LN-0001623,2023-06-06,2023-06-27,545.07,545.07,Late
PMT-00007337,LN-0001875,2022-01-31,2022-03-11,978.76,978.76,Late
PMT-00007338,LN-0001878,2025-05-28,2025-05-25,860.0,860.0,On Time
PMT-00007339,LN-0001089,2025-10-01,2025-10-16,814.58,613.98,Partial
PMT-00007340,LN-0000126,2023-06-02,2023-06-03,333.91,333.91,Late
PMT-00007341,LN-0000841,2025-10-09,2025-11-19,1499.2,1499.2,Late
PMT-00007342,LN-0001359,2023-03-31,2023-03-27,279.22,279.22,On Time
PMT-00007343,LN-0002711,2024-12-07,2024-12-02,780.59,780.59,On Time
PMT-00007344,LN-0001650,2024-04-22,,773.62,0.0,Missed
PMT-00007345,LN-0001488,2025-03-12,2025-03-08,1493.73,1493.73,On Time
PMT-00007346,LN-0000843,2024-04-18,2024-05-01,422.18,422.18,Late
PMT-00007347,LN-0001624,2023-01-15,2023-01-28,5000.0,2915.41,Partial
PMT-00007348,LN-0002478,2023-04-18,2023-04-18,363.95,363.95,On Time
PMT-00007349,LN-0001533,2022-05-16,2022-05-16,400.88,400.88,On Time
PMT-00007350,LN-0001348,2023-08-11,2023-08-06,503.14,503.14,On Time
PMT-00007351,LN-0001645,2025-10-28,2025-10-24,5000.0,5000.0,On Time
PMT-00007352,LN-0000152,2024-07-08,2024-07-07,966.56,966.56,On Time
PMT-00007353,LN-0000298,2024-07-02,2024-07-02,254.62,254.62,On Time
PMT-00007354,LN-0002172,2025-03-04,,1341.93,0.0,Missed
PMT-00007355,LN-0001416,2024-07-11,2024-07-11,448.39,196.39,Partial
PMT-00007356,LN-0000099,2024-12-19,2024-12-19,444.3,444.3,On Time
PMT-00007357,LN-0000154,2022-12-17,2022-12-17,991.08,991.08,On Time
PMT-00007358,LN-0001731,2025-02-08,2025-03-08,331.77,331.77,Late
PMT-00007359,LN-0001122,2022-01-08,2022-02-16,595.44,595.44,Late
PMT-00007360,LN-0002035,2023-12-18,,125.24,0.0,Missed
PMT-00007361,LN-0001776,2022-08-28,2022-08-29,182.9,98.04,Partial
PMT-00007362,LN-0001713,2022-12-26,2022-12-22,805.98,805.98,On Time
PMT-00007363,LN-0002112,2022-07-04,2022-07-25,1584.45,1584.45,Late
PMT-00007364,LN-0000079,2025-01-08,2025-01-20,1041.14,1041.14,Late
PMT-00007365,LN-0000582,2024-01-12,2024-01-12,147.17,147.17,On Time
PMT-00007366,LN-0000147,2024-06-28,2024-06-24,2193.7,2193.7,On Time
PMT-00007367,LN-0001229,2024-12-21,2025-01-31,359.35,359.35,Late
PMT-00007368,LN-0001963,2023-03-10,2023-03-07,592.21,592.21,On Time
PMT-00007369,LN-0000276,2024-08-10,2024-08-09,1025.71,1025.71,On Time
PMT-00007370,LN-0000836,2025-04-21,,916.92,0.0,Missed
PMT-00007371,LN-0000261,2024-01-26,2024-01-25,2043.96,2043.96,On Time
PMT-00007372,LN-0002087,2022-04-13,2022-04-22,148.86,148.86,Late
PMT-00007373,LN-0000576,2023-11-10,2023-11-08,820.38,820.38,On Time
PMT-00007374,LN-0000688,2024-12-31,2024-12-29,951.99,951.99,On Time
PMT-00007375,LN-0000762,2025-10-05,2025-10-03,375.92,375.92,On Time
PMT-00007376,LN-0001128,2022-05-25,,1227.62,0.0,Missed
PMT-00007377,LN-0000549,2024-11-03,2024-10-31,1697.72,1697.72,On Time
PMT-00007378,LN-0000678,2022-05-07,2022-06-17,1733.07,1733.07,Late
PMT-00007379,LN-0000096,2024-11-08,2024-11-06,478.09,478.09,On Time
PMT-00007380,LN-0002184,2025-06-09,,657.07,0.0,Missed
PMT-00007381,LN-0002021,2025-06-30,2025-07-08,507.98,315.99,Partial
PMT-00007382,LN-0001619,2024-01-05,2024-01-02,5000.0,5000.0,On Time
PMT-00007383,LN-0000250,2024-02-23,2024-02-22,462.14,462.14,On Time
PMT-00007384,LN-0002217,2025-05-31,2025-05-30,2222.93,2222.93,On Time
PMT-00007385,LN-0000240,2023-03-12,2023-03-08,378.34,378.34,On Time
PMT-00007386,LN-0002291,2022-08-24,2022-08-19,455.24,455.24,ON TIME
PMT-00007387,LN-0001503,2025-08-13,2025-08-13,194.48,194.48,On Time
PMT-00007388,LN-0002773,2023-12-25,2023-12-24,1516.25,1516.25,On Time
PMT-00007389,LN-0000172,2025-05-13,2025-05-12,494.18,494.18,On Time
PMT-00007390,LN-0001325,2025-04-25,2025-04-21,852.88,852.88,On Time
PMT-00007391,LN-0001667,2023-06-16,2023-06-28,1636.46,767.63,Partial
PMT-00007392,LN-0001298,2024-07-22,2024-08-26,3996.2,3996.2,Late
PMT-00007393,LN-0000189,2023-02-04,,462.52,0.0,Missed
PMT-00007394,LN-0000549,2022-09-11,2022-09-10,1697.72,1697.72,On Time
PMT-00007395,LN-0000847,2025-10-10,2025-10-16,4342.01,1063.18,Partial
PMT-00007396,LN-0002482,2023-10-01,2023-09-29,55.34,55.34,On Time
PMT-00007397,LN-0000577,2023-11-07,2023-11-19,286.64,286.64,Late
PMT-00007398,LN-0001165,2025-06-03,,783.63,0.0,Missed
PMT-00007399,LN-0000613,2025-08-22,2025-08-17,753.4,753.4,On Time
PMT-00007400,LN-0000143,2025-03-08,2025-03-03,604.72,604.72,On Time
PMT-00007401,LN-0001505,2022-10-22,2022-10-19,585.09,585.09,On Time
PMT-00007402,LN-0001813,2025-10-04,2025-10-01,981.5,981.5,On Time
PMT-00007403,LN-0001979,2025-01-09,2025-01-05,901.3,901.3,On Time
PMT-00007404,LN-0001296,2024-01-18,,5000.0,0.0,Missed
PMT-00007405,LN-0000548,2024-11-28,2024-11-23,5000.0,5000.0,On Time
PMT-00007406,LN-0002673,2023-09-11,2023-09-09,5000.0,5000.0,On Time
PMT-00007407,LN-0000647,2022-03-22,2022-03-19,1143.35,1143.35,On Time
PMT-00007408,LN-0001020,2023-05-21,2023-05-20,466.88,466.88,On Time
PMT-00007409,LN-0002010,2025-01-02,,931.4,0.0,Missed
PMT-00007410,LN-0000702,2023-10-19,2023-11-25,569.83,569.83,Late
PMT-00007411,LN-0002735,2023-01-24,2023-01-24,1000.67,1000.67,On Time
PMT-00007412,LN-0000761,2022-07-01,2022-06-28,403.47,403.47,On Time
PMT-00007413,LN-0002553,2023-11-15,2023-11-13,258.09,258.09,On Time
PMT-00007414,LN-0000709,2023-08-04,2023-07-30,504.9,504.9,On Time
PMT-00007415,LN-0000795,2023-01-02,2023-01-23,485.76,485.76,Late
PMT-00007416,LN-0002105,2022-01-10,2022-01-13,1491.34,1097.74,Partial
PMT-00007417,LN-0002273,2024-12-03,,93.85,0.0,Missed
PMT-00007418,LN-0001438,2022-04-08,2022-04-07,533.04,533.04,On Time
PMT-00007419,LN-0001602,2022-04-17,2022-05-02,488.71,237.16,Partial
PMT-00007420,LN-0002089,2024-02-09,2024-02-06,595.6,595.6,On Time
PMT-00007421,LN-0002219,2023-05-08,,2019.99,0.0,Missed
PMT-00007422,LN-0000757,2025-07-30,2025-08-01,111.56,111.56,Late
PMT-00007423,LN-0000649,2024-10-12,,505.88,0.0,Missed
PMT-00007424,LN-0001536,2024-11-02,2024-11-01,576.52,576.52,On Time
PMT-00007425,LN-0002338,2024-03-01,2024-02-26,2733.36,2733.36,On Time
PMT-00007426,LN-0000348,2025-10-13,2025-10-09,1334.22,1334.22,On Time
PMT-00007427,LN-0001304,2022-08-28,2022-08-26,516.88,516.88,On Time
PMT-00007428,LN-0002730,2025-05-22,2025-05-18,696.8,696.8,On Time
PMT-00007429,LN-0000184,2022-12-25,2022-12-22,260.54,260.54,On Time
PMT-00007430,LN-0000993,2024-12-24,2024-12-20,326.15,326.15,On Time
PMT-00007431,LN-0002797,2024-06-28,2024-06-25,5000.0,5000.0,On Time
PMT-00007432,LN-0000014,2022-09-14,2022-10-26,236.94,236.94,Late
PMT-00007433,LN-0000068,2024-02-17,2024-02-19,281.93,281.93,Late
PMT-00007434,LN-0001805,2023-11-21,2023-11-20,464.72,464.72,On Time
PMT-00007435,LN-0002653,2024-01-06,2024-01-02,808.02,808.02,On Time
PMT-00007436,LN-0002685,2022-08-12,2022-08-23,5000.0,5000.0,Late
PMT-00007437,LN-0000856,2024-09-09,2024-09-08,1046.91,1046.91,On Time
PMT-00007438,LN-0001641,2023-07-12,2023-07-23,1009.26,1009.26,Late
PMT-00007439,LN-0001592,2025-01-08,2025-01-03,435.04,435.04,On Time
PMT-00007440,LN-0000438,2022-10-15,2022-10-14,442.76,442.76,On Time
PMT-00007441,LN-0000595,2024-05-27,2024-05-22,5000.0,5000.0,On Time
PMT-00007442,LN-0000364,2024-07-14,2024-07-28,1743.3,1743.3,Late
PMT-00007443,LN-0001602,2022-02-03,2022-01-29,488.71,488.71,On Time
PMT-00007444,LN-0000411,2024-10-10,2024-10-08,2172.49,2172.49,On Time
PMT-00007445,LN-0001704,2023-03-04,2023-03-19,1116.79,1116.79,Late
PMT-00007446,LN-0000627,2022-08-06,2022-09-12,654.93,654.93,Late
PMT-00007447,LN-0002117,2025-10-22,2025-10-22,337.73,337.73,On Time
PMT-00007448,LN-0000329,2024-11-14,2024-11-09,2785.41,2785.41,On Time
PMT-00007449,LN-0000472,2023-07-17,2023-07-17,1214.71,1214.71,On Time
PMT-00007450,LN-0002148,2022-05-17,2022-05-17,960.35,960.35,On Time
PMT-00007451,LN-0000418,2022-03-02,2022-04-15,811.51,811.51,Late
PMT-00007452,LN-0001486,2024-01-01,2023-12-27,1182.98,1182.98,On Time
PMT-00007453,LN-0000616,2022-06-24,2022-06-23,546.53,546.53,On Time
PMT-00007454,LN-0002422,2023-09-05,2023-09-04,228.35,228.35,On Time
PMT-00007455,LN-0001694,2023-11-13,2023-11-15,1014.25,1014.25,Late
PMT-00007456,LN-0002052,2022-11-19,2022-12-03,496.96,496.96,Late
PMT-00007457,LN-0001728,2022-01-19,,248.35,0.0,Missed
PMT-00007458,LN-0000461,2024-04-07,2024-04-05,3940.24,3940.24,On Time
PMT-00007459,LN-0002627,2022-04-24,,299.96,0.0,Missed
PMT-00007460,LN-0001033,2023-11-02,2023-11-16,1579.29,634.85,Partial
PMT-00007461,LN-0002794,2022-04-16,2022-04-13,651.01,651.01,On Time
PMT-00007462,LN-0001486,2024-03-24,2024-03-21,1182.98,1182.98,On Time
PMT-00007463,LN-0001939,2025-06-15,2025-06-11,844.07,844.07,On Time
PMT-00007464,LN-0001454,2024-12-10,,810.66,0.0,Missed
PMT-00007465,LN-0000598,2023-01-30,2023-02-18,514.62,514.62,Late
PMT-00007466,LN-0002330,2022-11-15,2022-11-13,245.59,245.59,On Time
PMT-00007467,LN-0000703,2025-09-29,2025-09-29,666.94,666.94,On Time
PMT-00007468,LN-0001452,2023-11-06,2023-12-03,118.94,118.94,LATE
PMT-00007469,LN-0002266,2025-06-13,2025-06-11,1218.0,1218.0,On Time
PMT-00007470,LN-0000626,2025-05-22,2025-05-17,1077.93,1077.93,On Time
PMT-00007471,LN-0002088,2023-07-27,2023-08-11,186.57,78.68,Partial
PMT-00007472,LN-0001653,2023-07-07,,1096.06,0.0,Missed
PMT-00007473,LN-0001370,2025-05-07,,932.64,0.0,Missed
PMT-00007474,LN-0000950,2022-07-10,2022-07-23,237.52,186.1,Partial
PMT-00007475,LN-0001938,2025-05-05,2025-05-08,612.39,310.4,Partial
PMT-00007476,LN-0002411,2024-06-13,2024-06-22,617.21,130.73,Partial
PMT-00007477,LN-0001364,2025-10-13,2025-10-10,393.88,393.88,On Time
PMT-00007478,LN-0001871,2025-03-30,2025-04-06,5000.0,5000.0,Late
PMT-00007479,LN-0001371,2024-09-04,2024-09-03,423.86,423.86,On Time
PMT-00007480,LN-0001475,2025-01-10,2025-01-28,647.66,647.66,Late
PMT-00007481,LN-0002161,2025-04-23,,832.14,0.0,Missed
PMT-00007482,LN-0000448,2022-04-05,2022-04-04,505.49,505.49,On Time
PMT-00007483,LN-0000698,2025-04-18,2025-04-16,310.22,310.22,On Time
PMT-00007484,LN-0001227,2022-03-07,2022-03-09,1284.72,1284.72,Late
PMT-00007485,LN-0001018,2024-06-19,2024-06-15,52.26,52.26,On Time
PMT-00007486,LN-0000043,2024-11-06,2024-11-04,1452.23,1452.23,On Time
PMT-00007487,LN-0002196,2025-02-13,2025-02-13,381.24,381.24,On Time
PMT-00007488,LN-0001719,2024-01-24,2024-01-23,707.25,707.25,On Time
PMT-00007489,LN-0000530,2025-09-06,2025-09-04,1703.67,1703.67,On Time
PMT-00007490,LN-0000161,2022-01-25,2022-01-22,1695.05,1695.05,On Time
PMT-00007491,LN-0000376,2024-04-12,2024-04-09,5000.0,5000.0,On Time
PMT-00007492,LN-0000257,2024-05-01,2024-05-01,143.86,143.86,On Time
PMT-00007493,LN-0002712,2023-02-06,2023-03-18,5000.0,5000.0,Late
PMT-00007494,LN-0001006,2023-04-09,2023-04-09,323.29,323.29,On Time
PMT-00007495,LN-0002087,2025-06-18,2025-06-16,148.86,148.86,On Time
PMT-00007496,LN-0001229,2023-01-18,2023-01-18,359.35,359.35,On Time
PMT-00007497,LN-0000715,2025-04-11,2025-04-06,65.09,65.09,On Time
PMT-00007498,LN-0001495,2024-05-12,2024-05-12,5000.0,5000.0,On Time
PMT-00007499,LN-0002628,2022-08-21,2022-08-16,372.36,372.36,On Time
PMT-00007500,LN-0001492,2022-08-08,,866.46,0.0,Missed
PMT-00007501,LN-0001163,2023-05-04,2023-05-03,549.39,549.39,On Time
PMT-00007502,LN-0000435,2023-05-19,2023-05-18,597.55,597.55,On Time
PMT-00007503,LN-0001725,2023-03-23,2023-03-19,1342.91,1342.91,On Time
PMT-00007504,LN-0002263,2025-07-13,2025-07-09,800.44,800.44,On Time
PMT-00007505,LN-0001049,2022-09-09,2022-09-05,502.93,502.93,On Time
PMT-00007506,LN-0001890,2025-01-19,2025-01-18,259.2,259.2,On Time
PMT-00007507,LN-0001571,2025-08-23,2025-08-22,396.64,396.64,On Time
PMT-00007508,LN-0000799,2023-03-08,2023-03-03,1130.99,1130.99,On Time
PMT-00007509,LN-0002428,2024-03-28,2024-04-01,241.9,56.62,Partial
PMT-00007510,LN-0002003,2023-08-05,2023-08-21,5000.0,5000.0,Late
PMT-00007511,LN-0002316,2024-12-29,2025-02-07,864.82,864.82,LATE
PMT-00007512,LN-0001226,2023-05-02,2023-05-09,5000.0,5000.0,Late
PMT-00007513,LN-0002350,2025-06-30,2025-06-30,133.69,133.69,On Time
PMT-00007514,LN-0001090,2024-04-11,2024-04-10,5000.0,5000.0,On Time
PMT-00007515,LN-0000873,2024-02-13,2024-02-13,778.24,778.24,On Time
PMT-00007516,LN-0000470,2025-10-04,2025-10-15,587.02,465.9,Partial
PMT-00007517,LN-0001146,2022-06-20,2022-06-18,5000.0,5000.0,On Time
PMT-00007518,LN-0001009,2023-12-05,2024-01-06,5000.0,5000.0,Late
PMT-00007519,LN-0000294,2022-08-21,2022-08-19,929.53,929.53,On Time
PMT-00007520,LN-0000491,2024-10-28,2024-10-23,5000.0,5000.0,On Time
PMT-00007521,LN-0002199,2024-08-12,2024-08-08,1424.06,1424.06,On Time
PMT-00007522,LN-0001845,2025-02-06,2025-02-14,401.11,131.78,Partial
PMT-00007523,LN-0001866,2024-08-03,2024-09-16,627.78,627.78,Late
PMT-00007524,LN-0000181,2023-03-21,2023-03-18,304.85,304.85,On Time
PMT-00007525,LN-0000172,2025-08-10,2025-08-06,494.18,494.18,On Time
PMT-00007526,LN-0001424,2025-06-01,2025-06-16,214.72,128.53,Partial
PMT-00007527,LN-0001989,2024-03-14,2024-03-09,260.98,260.98,On Time
PMT-00007528,LN-0000164,2022-11-25,2022-11-22,1874.64,1874.64,On Time
PMT-00007529,LN-0000702,2023-03-28,2023-04-29,569.83,569.83,Late
PMT-00007530,LN-0000534,2023-07-06,2023-07-03,688.96,688.96,On Time
PMT-00007531,LN-0002081,2024-09-16,2024-09-14,681.16,681.16,On Time
PMT-00007532,LN-0000624,2024-12-09,2024-12-19,1315.2,838.6,Partial
PMT-00007533,LN-0000471,2023-06-05,2023-06-16,909.02,224.47,Partial
PMT-00007534,LN-0000063,2022-07-01,2022-07-01,3135.0,3135.0,On Time
PMT-00007535,LN-0000412,2022-01-07,2022-01-22,2235.32,1299.0,Partial
PMT-00007536,LN-0002758,2022-11-02,2022-10-29,1481.23,1481.23,On Time
PMT-00007537,LN-0000299,2024-09-20,2024-09-19,338.67,338.67,On Time
PMT-00007538,LN-0000415,2025-07-16,2025-07-15,33.75,33.75,On Time
PMT-00007539,LN-0001154,2024-03-13,2024-03-08,357.81,357.81,On Time
PMT-00007540,LN-0002588,2025-05-22,2025-05-20,551.4,551.4,On Time
PMT-00007541,LN-0001721,2023-09-29,,84.02,0.0,Missed
PMT-00007542,LN-0000127,2023-03-05,2023-03-07,1077.51,670.91,Partial
PMT-00007543,LN-0002208,2024-01-29,2024-02-27,863.72,863.72,Late
PMT-00007544,LN-0002179,2022-11-18,2022-11-18,540.04,540.04,On Time
PMT-00007545,LN-0000472,2023-11-22,2023-11-19,1214.71,1214.71,On Time
PMT-00007546,LN-0002162,2024-03-18,2024-03-15,277.67,277.67,On Time
PMT-00007547,LN-0001395,2022-02-19,2022-02-16,759.52,759.52,On Time
PMT-00007548,LN-0002372,2022-12-21,2022-12-19,2280.96,2280.96,On Time
PMT-00007549,LN-0002469,2024-06-20,2024-06-18,670.34,670.34,On Time
PMT-00007550,LN-0000970,2022-03-08,,937.88,0.0,Missed
PMT-00007551,LN-0001867,2024-10-16,2024-10-15,276.92,276.92,On Time
PMT-00007552,LN-0001511,2022-06-28,2022-08-09,52.51,52.51,Late
PMT-00007553,LN-0000900,2022-05-06,2022-05-06,894.96,894.96,On Time
PMT-00007554,LN-0001003,2025-05-06,2025-05-03,548.26,548.26,On Time
PMT-00007555,LN-0000179,2022-08-22,2022-08-17,35.6,35.6,On Time
PMT-00007556,LN-0001956,2023-08-08,2023-08-04,4449.54,4449.54,On Time
PMT-00007557,LN-0002392,2025-05-30,,2418.61,0.0,Missed
PMT-00007558,LN-0000480,2023-08-18,2023-08-17,430.39,430.39,On Time
PMT-00007559,LN-0000101,2023-09-17,2023-09-15,559.28,299.6,Partial
PMT-00007560,LN-0002050,2022-04-23,2022-04-19,5000.0,5000.0,On Time
PMT-00007561,LN-0001842,2025-07-13,2025-07-09,92.46,92.46,On Time
PMT-00007562,LN-0000641,2023-10-12,2023-10-11,430.58,430.58,On Time
PMT-00007563,LN-0001222,2022-10-08,2022-10-08,1844.42,1844.42,On Time
PMT-00007564,LN-0000745,2025-04-09,,627.69,0.0,Missed
PMT-00007565,LN-0002788,2025-07-08,2025-07-12,287.11,-71.82,Partial
PMT-00007566,LN-0000248,2023-07-06,2023-08-02,864.58,864.58,Late
PMT-00007567,LN-0002237,2024-05-02,,1495.02,0.0,Missed
PMT-00007568,LN-0002071,2023-09-24,2023-09-23,319.49,319.49,On Time
PMT-00007569,LN-0001390,2024-02-14,2024-02-09,1234.27,1234.27,On Time
PMT-00007570,LN-0001337,2023-07-12,2023-07-14,468.91,468.91,Late
PMT-00007571,LN-0000113,2022-02-12,2022-02-08,2550.81,2550.81,On Time
PMT-00007572,LN-0002423,2024-08-20,,154.27,0.0,Missed
PMT-00007573,LN-0002555,2024-10-08,2024-10-03,348.88,348.88,ON TIME
PMT-00007574,LN-0002167,2023-03-08,2023-03-06,933.49,933.49,On Time
PMT-00007575,LN-0002273,2023-03-08,2023-03-14,93.85,93.85,Late
PMT-00007576,LN-0000214,2024-12-01,2024-12-20,294.94,294.94,Late
PMT-00007577,LN-0000030,2024-07-06,2024-07-01,1797.75,1797.75,On Time
PMT-00007578,LN-0000594,2025-10-09,2025-10-06,372.1,372.1,On Time
PMT-00007579,LN-0001834,2023-04-23,2023-04-30,5000.0,3022.27,Partial
PMT-00007580,LN-0000638,2022-01-19,2022-01-16,204.56,204.56,On Time
PMT-00007581,LN-0001493,2024-06-25,2024-06-23,434.35,434.35,On Time
PMT-00007582,LN-0001551,2022-10-22,2022-10-29,503.55,503.55,Late
PMT-00007583,LN-0001154,2022-04-08,2022-04-08,357.81,357.81,On Time
PMT-00007584,LN-0001826,2023-04-28,2023-05-10,5000.0,1678.43,Partial
PMT-00007585,LN-0001799,2024-01-12,2024-01-08,1366.42,1366.42,On Time
PMT-00007586,LN-0002686,2023-06-21,2023-08-03,572.36,572.36,Late
PMT-00007587,LN-0001900,2023-11-03,2023-11-02,823.52,823.52,On Time
PMT-00007588,LN-0001244,2023-09-15,2023-09-13,284.92,284.92,On Time
PMT-00007589,LN-0000457,2023-10-28,2023-10-26,433.67,433.67,On Time
PMT-00007590,LN-0000834,2025-07-19,2025-07-17,792.91,792.91,On Time
PMT-00007591,LN-0000318,2023-07-13,2023-07-27,202.58,202.58,Late
PMT-00007592,LN-0002061,2023-11-26,2023-11-22,579.22,579.22,On Time
PMT-00007593,LN-0000909,2024-12-19,2024-12-30,544.46,424.89,Partial
PMT-00007594,LN-0000310,2023-02-03,2023-02-02,5000.0,5000.0,On Time
PMT-00007595,LN-0002584,2025-01-19,2025-01-16,384.46,384.46,On Time
PMT-00007596,LN-0002754,2023-10-18,2023-10-14,1071.31,1071.31,On Time
PMT-00007597,LN-0001440,2025-09-30,2025-11-09,877.93,877.93,Late
PMT-00007598,LN-0002468,2022-01-16,2022-01-20,1362.92,1362.92,Late
PMT-00007599,LN-0000421,2025-03-16,2025-03-11,576.24,576.24,On Time
PMT-00007600,LN-0002290,2025-04-17,2025-04-12,285.39,285.39,On Time
PMT-00007601,LN-0001793,2025-03-25,2025-03-20,5000.0,5000.0,On Time
PMT-00007602,LN-0002023,2025-04-18,,331.21,0.0,Missed
PMT-00007603,LN-0002048,2023-09-01,2023-08-28,1093.28,1093.28,On Time
PMT-00007604,LN-0000977,2024-06-30,2024-06-29,522.31,522.31,On Time
PMT-00007605,LN-0000861,2022-03-19,2022-03-15,783.6,783.6,On Time
PMT-00007606,LN-0000428,2024-05-28,2024-05-24,869.0,869.0,On Time
PMT-00007607,LN-0002729,2022-11-12,2022-11-18,827.04,827.04,Late
PMT-00007608,LN-0002727,2023-01-10,2023-02-08,562.07,562.07,Late
PMT-00007609,LN-0001458,2022-02-23,,700.71,0.0,Missed
PMT-00007610,LN-0000946,2022-12-13,2022-12-10,55.01,55.01,On Time
PMT-00007611,LN-0002780,2025-01-22,2025-01-17,847.17,847.17,On Time
PMT-00007612,LN-0000796,2023-03-16,2023-03-19,1558.87,715.82,Partial
PMT-00007613,LN-0001037,2022-01-22,2022-03-08,1589.94,1589.94,Late
PMT-00007614,LN-0000694,2024-01-12,2024-01-09,1435.66,1435.66,On Time
PMT-00007615,LN-0000979,2025-01-29,2025-01-25,1688.99,1688.99,On Time
PMT-00007616,LN-0001949,2022-03-24,2022-03-20,880.16,880.16,On Time
PMT-00007617,LN-0000074,2025-10-28,,3655.44,0.0,Missed
PMT-00007618,LN-0001420,2024-04-14,2024-04-10,5000.0,5000.0,On Time
PMT-00007619,LN-0002598,2023-10-02,2023-10-02,1117.87,1117.87,On Time
PMT-00007620,LN-0001816,2022-08-11,2022-08-07,5000.0,5000.0,On Time
PMT-00007621,LN-0002286,2025-05-24,2025-05-22,212.13,212.13,On Time
PMT-00007622,LN-0002036,2025-01-21,2025-01-16,5000.0,5000.0,On Time
PMT-00007623,LN-0000515,2023-09-18,2023-10-23,5000.0,5000.0,Late
PMT-00007624,LN-0002329,2024-06-11,,227.68,0.0,Missed
PMT-00007625,LN-0002679,2024-08-25,,194.09,0.0,Missed
PMT-00007626,LN-0000204,2024-07-03,2024-07-02,338.71,338.71,On Time
PMT-00007627,LN-0001456,2024-07-20,2024-07-27,1156.34,1156.34,Late
PMT-00007628,LN-0000729,2025-10-14,2025-10-21,1013.83,1013.83,Late
PMT-00007629,LN-0000918,2023-05-27,2023-05-22,740.56,740.56,On Time
PMT-00007630,LN-0001999,2023-08-04,2023-08-06,244.15,193.71,Partial
PMT-00007631,LN-0000555,2023-11-02,2023-10-31,1351.06,1351.06,On Time
PMT-00007632,LN-0001011,2025-06-21,2025-06-21,198.0,198.0,On Time
PMT-00007633,LN-0002525,2022-10-06,2022-10-05,1101.92,1101.92,On Time
PMT-00007634,LN-0002330,2024-03-16,2024-03-12,245.59,245.59,ON TIME
PMT-00007635,LN-0000378,2023-10-06,2023-11-15,1019.83,1019.83,Late
PMT-00007636,LN-0002414,2024-06-04,2024-06-03,1186.01,1186.01,On Time
PMT-00007637,LN-0001276,2024-07-15,2024-07-15,1184.21,1184.21,On Time
PMT-00007638,LN-0001587,2025-03-18,2025-04-20,660.55,660.55,Late
PMT-00007639,LN-0002662,2025-02-22,2025-02-22,420.92,420.92,ON TIME
PMT-00007640,LN-0002063,2025-05-13,2025-06-18,391.1,391.1,Late
PMT-00007641,LN-0002722,2024-02-17,2024-02-21,234.7,234.7,Late
PMT-00007642,LN-0001453,2025-08-25,2025-08-21,1034.15,1034.15,On Time
PMT-00007643,LN-0001155,2025-10-21,2025-11-25,902.52,902.52,Late
PMT-00007644,LN-0001393,2023-10-16,2023-10-15,727.92,727.92,On Time
PMT-00007645,LN-0002620,2022-11-22,2022-11-20,5000.0,5000.0,On Time
PMT-00007646,LN-0001330,2025-06-25,,158.89,0.0,Missed
PMT-00007647,LN-0001834,2022-06-12,,5000.0,0.0,Missed
PMT-00007648,LN-0000290,2025-05-05,2025-05-03,719.26,719.26,On Time
